image_name,pred_shape,pred_color,pred_form,pred_imprint,top1_medicine,top1_score,top2_medicine,top2_score,top3_medicine,top3_score,true_label,true_medicine
003787100.jpg,ROUND,YELLOW,C42931,KXC10,Fenofibrate,1.9880952380952381,Klor-Con,1.9000000000000001,KLOR-CON,1.9000000000000001,KLX170,Fenofibrate
605053133.jpg,ROUND,YELLOW,C42931,APOUUE100,quetiapine fumarate,2.2772727272727273,quetiapine fumarate,2.2772727272727273,quetiapine fumarate,2.2772727272727273,APOQUE100,quetiapine fumarate
006036137.jpg,OVAL,WHITE,C42998,6900V,Alprazolam,2.0166666666666666,Alprazolam,2.0166666666666666,Torsemide,1.9772727272727273,6099V,Torsemide
003789080.jpg,OVAL,BROWN,C42931,ENNEN00,Entacapone,1.8928571428571428,Renvela,1.5101010101010102,Stalevo,1.4642857142857142,EN1200,Entacapone
003780772.jpg,ROUND,WHITE,C42998,WATSON487,Estradiol,2.3473684210526313,Estradiol,2.3473684210526313,clomiphene citrate,2.292105263157895,MYLAN772,Verapamil Hydrochloride
675440507.jpg,ROUND,BROWN,C42931,AAYARAL20,Levitra,1.6437908496732025,Levitra,1.6437908496732025,Levitra,1.6437908496732025,BAYER20,Levitra
684620198.jpg,OVAL,WHITE,C42998,G509,citalopram hydrobromide,2.357142857142857,Sulfasalazine,1.75,Sulfasalazine,1.75,G580,Pravastatin Sodium
428650101.jpg,CAPSULE,WHITE,C25158,DUEANENTINER10,Neurontin,1.7850877192982457,Zonegran,1.5902777777777777,Dilantin,1.5833333333333335,EURAND10,ZENPEP
00378-1723-93_NLMIMAGE10_E348F1E7.jpg,OVAL,BROWN,C42931,MX34,AMLODIPINE AND VALSARTAN,2.0,AMLODIPINE AND VALSARTAN,2.0,Irbesartan and Hydrochlorothiazide,1.7666666666666666,MX43,AMLODIPINE AND VALSARTAN
007811034.jpg,ROUND,PURPLE,C42931,GG555,Trifluoperazine Hydrochloride,2.4924242424242427,Amitriptyline Hydrochloride,1.9500000000000002,Amitriptyline Hydrochloride,1.9500000000000002,GG555,Trifluoperazine Hydrochloride
000742280.jpg,ROUND,PINK,C42998,FZA,Mavik,1.9666666666666668,Mavik,1.4833333333333334,Aspirin,1.3333333333333335,FZ,Mavik
003784093.jpg,ROUND,PINK,C42930,MER8,Ropinirole Hydrochloride,1.988888888888889,Ropinirole Hydrochloride,1.8166666666666664,Nisoldipine,1.6,MRE8,Ropinirole Hydrochloride
001151328.jpg,CAPSULE,WHITE,C25158,AAMPHETSALTS10MG,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate",1.8333333333333335,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",1.8333333333333335,Pylera,1.7800925925925926,MAMPHETSALTS5MG,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate"
003786172.jpg,ROUND,ORANGE,C42998,M172,Metolazone,2.438888888888889,Metolazone,2.438888888888889,Metolazone,2.0166666666666666,M172,Metolazone
604290502.jpg,OVAL,WHITE,C42998,CCO00,Chloroquine Phosphate,1.7000000000000002,Intelence,1.5944444444444443,Alprazolam,1.5944444444444443,S900,Alprazolam
001431290.jpg,ROUND,WHITE,C42998,WERORSIN200,TENORMIN,1.7717391304347827,TENORMIN,1.7717391304347827,Precose,1.6590909090909092,WESTWARD290,Methocarbamol
411674120.jpg,OVAL,ORANGE,C42998,C080,Meloxicam,1.75,Somnote,1.75,Mirtazapine,1.5714285714285714,018E,Allegra Allergy
591480008.jpg,OVAL,PINK,C42998,A00080,ABILIFY,1.8392857142857144,ABILIFY,1.8392857142857144,Candesartan cilexetil,1.543956043956044,A00810,ABILIFY
00245-0071-11_F00DF86F.jpg,OVAL,YELLOW,C42998,UCL107,Potassium Citrate,2.090659340659341,Potassium Citrate,1.6868131868131868,valsartan,1.6833333333333336,USL071,Potassium Citrate
604290369.jpg,ROUND,GREEN,C42998,APOPRA40,PRAVASTATIN SODIUM,2.438888888888889,PRAVASTATIN SODIUM,2.438888888888889,PRAVASTATIN SODIUM,2.438888888888889,APOPRA40,PRAVASTATIN SODIUM
675440161.jpg,ROUND,WHITE,C42998,GGL7,Atenolol,2.75,Atenolol,2.75,Atenolol,2.75,GGL7,Atenolol
004068390.jpg,ROUND,GRAY,C42931,M000,MORPHINE SULFATE,1.7666666666666666,Glumetza,1.6888888888888889,Glumetza,1.6888888888888889,M100,MORPHINE SULFATE
519910467.jpg,ROUND,BROWN,C42931,TL121,Cyclobenzaprine Hydrochloride,2.1,Cyclobenzaprine Hydrochloride,2.0757575757575757,JANUVIA,1.9,TL211,Cyclobenzaprine Hydrochloride
433530861.jpg,ROUND,PINK,C42931,A02,Simvastatin,2.357142857142857,Simvastatin,2.357142857142857,Simvastatin,2.357142857142857,A02,Simvastatin
675440021.jpg,ROUND,WHITE,C42998,M15,Diphenoxylate Hydrochloride and Atropine Sulfate,2.357142857142857,Diphenoxylate Hydrochloride and Atropine Sulfate,2.357142857142857,Potassium Citrate,2.25,M15,Diphenoxylate Hydrochloride and Atropine Sulfate
667580160.jpg,ROUND,YELLOW,C42931,CC10,Cialis,2.0,Donepezil Hydrochloride,1.9166666666666665,DIPYRIDAMOLE,1.8214285714285714,KC10,KLOR-CON
000023231.jpg,CAPSULE,YELLOW,C25158,NVIZER200MG,Gabapentin,1.6590909090909092,Gabapentin,1.6590909090909092,Gabapentin,1.6590909090909092,LILLY3231625,Symbyax
246580300.jpg,OVAL,WHITE,C42998,B30000,Isoniazid,1.8611111111111112,Isoniazid,1.8611111111111112,Isoniazid,1.8611111111111112,B3005,Simvastatin
669930160.jpg,ROUND,WHITE,C42931,W10,leflunomide,2.0833333333333335,Labetalol HCl,2.0833333333333335,Labetalol HCl,2.0833333333333335,W01,leflunomide
605050206.jpg,OVAL,WHITE,C42931,APO22125,Carvedilol,2.3,Carvedilol,2.0416666666666665,Carvedilol,2.0416666666666665,APO20125,Lisinopril and Hydrochlorothiazide
CBR02280.jpg,CAPSULE,WHITE,C25158,IG200MG,Gabapentin,2.164141414141414,Gabapentin,2.164141414141414,Gabapentin,2.164141414141414,IG228100MG,Zonisamide
00093227534.jpg,CAPSULE,WHITE,C42931,937252,Fexofenadine Hydrochloride,2.03021978021978,Ribavirin,1.8406593406593408,Valacyclovir,1.7335164835164836,932275,Amoxicillin and Clavulanate Potassium
005910371.jpg,CAPSULE,WHITE,C25158,WATSON3211,Rivastigmine Tartrate,2.3614718614718617,"Butalbital, Aspirin, and Caffeine",2.175324675324675,Rivastigmine Tartrate,2.175324675324675,WATSON37125MG,Loxapine
007811392.jpg,ROUND,YELLOW,C42998,GG231,Furosemide,2.188888888888889,Furosemide,2.188888888888889,Haloperidol,2.159090909090909,GG123,Haloperidol
675440848.jpg,CAPSULE,WHITE,C25158,GG505,Oxazepam,2.75,Fluoxetine Hydrochloride,2.35,Oxazepam,2.35,GG550,Fluoxetine Hydrochloride
510790072.jpg,ROUND,WHITE,C42998,M2,Furosemide,2.75,Furosemide,2.75,Hydromorphone Hydrochloride,2.216666666666667,M2,Furosemide
006033633.jpg,ROUND,WHITE,C42931,707,METHITEST,2.107142857142857,Bisoprolol Fumarate and Hydrochlorothiazide,1.85,Bupropion hydrochloride,1.8333333333333335,RG770,Finasteride
605050257.jpg,ROUND,WHITE,C42998,APOBEE10,Alendronate Sodium,2.0416666666666665,Desmopressin Acetate,1.9166666666666665,Trazodone Hydrochloride,1.875,APODES01,Desmopressin Acetate
00093-2067-01_NLMIMAGE10_AC43D64E.jpg,ROUND,WHITE,C42998,TV5898,Doxazosin,2.232142857142857,Doxazosin,1.793956043956044,Aripiprazole,1.793956043956044,TV5988,Doxazosin
421920331.jpg,ROUND,BROWN,C42998,AP313,NP Thyroid 90,2.159090909090909,NP Thyroid 30,1.7954545454545454,Calcium Acetate,1.7666666666666666,AP331,NP Thyroid 90
003783505.jpg,ROUND,BROWN,C42931,MR5,Risperidone,2.357142857142857,Mirtazapine,1.65,Mirtazapine,1.65,MR5,Risperidone
658620095.jpg,OVAL,ORANGE,C42931,C61,CEFPODOXIME PROXETIL,2.107142857142857,CEFPODOXIME PROXETIL,2.107142857142857,Tribenzor,1.8333333333333335,C61,CEFPODOXIME PROXETIL
BUR04180.jpg,CAPSULE,BLUE,C25158,F45,Atomoxetine,2.357142857142857,Amoxicillin,2.0833333333333335,Amoxicillin,2.0833333333333335,F45,Atomoxetine
578940150.jpg,OVAL,WHITE,C42998,AA502,Zytiga,2.35,Alendronate Sodium,1.95,ALENDRONATE SODIUM,1.95,AA250,Zytiga
61958-1001-01_NLMIMAGE10_E31C7193.jpg,OVAL,BROWN,C42931,GSI500,Ranexa,2.25,Ranexa,1.7335164835164836,oxaprozin,1.6666666666666665,CVT500,Ranexa
433530813.jpg,ROUND,WHITE,C42998,54311,Acarbose,2.4924242424242427,Ropinirole,2.143939393939394,Buprenorphine HCl,2.143939393939394,54137,Quetiapine Fumarate
00093-7146-18_5D242E91.jpg,OVAL,RED,C42931,937164,Azithromycin,1.9945054945054945,Losartan Potassium,1.9835164835164836,Quetiapine Fumarate,1.9835164835164836,937146,Azithromycin
246580242.jpg,ROUND,PINK,C42998,WW267,Lisinopril,2.75,Lisinopril,2.4924242424242427,Lisinopril,2.1,WW267,Lisinopril
001850371.jpg,ROUND,ORANGE,C42931,A05,Citalopram,2.357142857142857,Citalopram,2.357142857142857,Clozapine,2.25,A05,Citalopram
49884-0403-91_3E1C9F54.jpg,ROUND,WHITE,C42998,P403,Risperidone,2.188888888888889,Repaglinide,2.0,Cyproheptadine Hydrochloride,1.905844155844156,P403,Risperidone
680010254.jpg,CAPSULE,PINK,C42931,200,Fluconazole,2.25,Fluconazole,2.25,Nexavar,2.25,200,Fluconazole
504580647.jpg,CAPSULE,WHITE,C25158,TOROIN150MG,Neurontin,1.7710526315789474,TEMODAR,1.7385714285714287,Doxycycline Monohydrate,1.7175925925925926,TOP15MG,Topamax
00093735056.jpg,CAPSULE,WHITE,C25158,93733093753,Tamsulosin Hydrochloride,1.7923076923076924,Quinine Sulfate,1.6884615384615382,Ramipril,1.6487179487179486,937350937350,Lansoprazole
006034485.jpg,ROUND,WHITE,C42998,2111V,Dimenhydrinate,2.143939393939394,Amlodipine Besylate,2.143939393939394,Amlodipine Besylate,2.143939393939394,4211V,Methocarbamol
006033214.jpg,ROUND,YELLOW,C42998,2638V,Diazepam,2.3257575757575757,Diazepam,2.3257575757575757,Cyclobenzaprine Hydrochloride,1.893939393939394,2683V,Diazepam
604290736.jpg,OVAL,WHITE,C42931,APOA840,PAROXETINE,2.1785714285714284,PAROXETINE,2.1785714285714284,ATORVASTATIN CALCIUM,2.166666666666667,APO084,PAROXETINE
43547-0225-50_NLMIMAGE10_E53C72B3.jpg,ROUND,WHITE,C42998,S252,Methocarbamol,2.25,Exemestane,1.9166666666666665,Acetazolamide,1.8214285714285714,S225,Methocarbamol
000544570.jpg,ROUND,WHITE,C42998,54210,METHADONE HYDROCHLORIDE,2.4924242424242427,Torsemide,1.9772727272727273,PredniSONE,1.9772727272727273,54210,METHADONE HYDROCHLORIDE
00178-0615-01_581DAC0D.jpg,OVAL,YELLOW,C42927,M15,UROCIT-K,2.5,Potassium Citrate,2.25,Mobic,2.107142857142857,M15,UROCIT-K
594170107.jpg,CAPSULE,BLUE,C25158,SG490,Vyvanse,1.797619047619048,omeprazole/sodium bicarbonate,1.7214285714285713,ZEGERID,1.7214285714285713,S48970MG,Vyvanse
WWW21120.jpg,ROUND,ORANGE,C42931,WW112,Doxycycline,2.2424242424242427,Doxycycline,2.2424242424242427,Doxycycline,2.2424242424242427,WW112,Doxycycline
00093-0083-98_3B299DDC.jpg,ROUND,WHITE,C42998,9338,Amlodipine Besylate,2.238888888888889,Clemastine Fumarate,2.216666666666667,Metronidazole,1.85,9383,Amlodipine Besylate
001860032.jpg,ROUND,PINK,C42998,ACLC30,Candesartan cilexetil,2.090659340659341,ATACAND,2.090659340659341,Allopurinol,1.6666666666666665,ACL032,ATACAND
555665060.jpg,OVAL,WHITE,C42998,100,Meloxicam,2.25,NOXAFIL,2.25,Fluconazole,2.25,01,Desmopressin Acetate
249870562.jpg,CAPSULE,WHITE,C42998,LEOOUANEXL,Plaquenil,1.431578947368421,Hydroxychloroquine Sulfate,1.431578947368421,Methenamine Hippurate,1.3833333333333333,PLAQUENIL,Plaquenil
000780614.jpg,OVAL,BROWN,C42931,NVRVVI,Tekturna HCT,1.9835164835164836,Amturnide,1.9587912087912087,"AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE",1.9368131868131868,VIVNVR,Amturnide
597460173.jpg,ROUND,WHITE,C42998,TL173,Prednisone,2.75,Prednisone,2.35,Prednisone,2.143939393939394,TL173,Prednisone
001730813.jpg,OVAL,YELLOW,C42998,R000G,Stendra,1.9500000000000002,valsartan,1.5944444444444443,Sulfasalazine,1.5666666666666667,RTG300,POTIGA
00054-4179-25_7715BBBD.jpg,ROUND,YELLOW,C42998,54929,Dexamethasone,2.3257575757575757,Dexamethasone,2.3257575757575757,Methotrexate Sodium,1.9500000000000002,54299,Dexamethasone
007811973.jpg,ROUND,WHITE,C42931,GGG5,Spironolactone,2.25,Desipramine Hydrochloride,2.25,Metoprolol Tartrate,2.0166666666666666,GG65,Desipramine Hydrochloride
002450271.jpg,OVAL,WHITE,C42998,US250,Penicillin V Potassium,2.1,Penicillin V Potassium,2.1,valproic acid,1.9924242424242427,US25,Oxandrolone
604290954.jpg,OVAL,YELLOW,C42998,MMMGMLP17,Doxazosin Mesylate,2.1944444444444446,Doxazosin Mesylate,2.086363636363636,Doxazosin Mesylate,2.086363636363636,2MGMLP17,Doxazosin Mesylate
000035178.jpg,ROUND,YELLOW,C42998,ACRICARIND00,Alinia,1.7196969696969697,Clozaril,1.6666666666666665,aspirin regular strength,1.462121212121212,PPRAVACHOL20,PRAVACHOL
675440870.jpg,ROUND,WHITE,C42998,M312,VYTORIN,2.107142857142857,Atenolol,2.0388888888888888,Lorazepam,2.0388888888888888,M321,Lorazepam
68682-0065-10_NLMIMAGE10_A744D396.jpg,OVAL,GREEN,C25158,RX605,Minocycline hydrochloride,1.85,Fluoxetine,1.7000000000000002,Acyclovir,1.65,VRX650,Methoxsalen
519910526.jpg,OVAL,WHITE,C42998,B562,Terbinafine Hydrochloride,2.0388888888888888,Terbinafine Hydrochloride,2.0388888888888888,Carvedilol,1.8571428571428572,B526,Terbinafine Hydrochloride
00093-0314-01_222B1118.jpg,ROUND,WHITE,C42931,93143,Ketorolac Tromethamine,2.159090909090909,Quetiapine,1.9880952380952381,Quetiapine Fumarate,1.9880952380952381,93314,Ketorolac Tromethamine
000540010.jpg,ROUND,WHITE,C42998,54420,Flecainide Acetate,2.35,Mercaptopurine,2.2424242424242427,Hydromorphone Hydrochloride,2.143939393939394,54024,Flecainide Acetate
00093526901.jpg,CAPSULE,GREEN,C25158,93529935267,Zaleplon,1.9358974358974361,Piroxicam,1.8185714285714285,Piroxicam,1.8185714285714285,935269935269,Zaleplon
658620113.jpg,CAPSULE,BLUE,C25158,D00,Diltiazem Hydrochloride,1.5833333333333335,diltiazem hydrochloride,1.5833333333333335,diltiazem hydrochloride,1.5833333333333335,D26,Hydrochlorothiazide
00591-5307-01_B8215C7A.jpg,ROUND,WHITE,C42998,DANDAN573,Trihexyphenidyl Hydrochloride,2.2738095238095237,Promethazine Hydrochloride,2.1904761904761902,Trihexyphenidyl Hydrochloride,2.178571428571429,DANDAN5307,Promethazine Hydrochloride
004690657.jpg,CAPSULE,RED,C25158,5MGME75,Tacrolimus,1.6691919191919193,Fluoxetine Hydrochloride,1.5952380952380953,Fluoxetine Hydrochloride,1.5952380952380953,F6575MG,Prograf
433530149.jpg,ROUND,WHITE,C42998,DAN5781,Atenolol and Chlorthalidone,2.3,Bacolfen,2.3,Atenolol and Chlorthalidone,2.3,DAN5782,Atenolol and Chlorthalidone
003783000.jpg,CAPSULE,PINK,C42916,MYLAN3000,Meclofenamate Sodium,2.3473684210526313,Diltiazem Hydrochloride,2.1868421052631577,Diltiazem Hydrochloride,2.1868421052631577,MYLAN3000,Meclofenamate Sodium
16729-0019-01_NLMIMAGE10_423C2151.jpg,OVAL,PINK,C42931,AN500,Tindamax,1.7954545454545454,Anzemet,1.7666666666666666,Xeloda,1.6833333333333331,AHI500,mycophenolate mofetil
605052850.jpg,ROUND,YELLOW,C42998,APOFLA10,Alendronate Sodium,2.05,Alfuzosin Hydrochloride,1.988888888888889,Alfuzosin Hydrochloride,1.988888888888889,APOALF10,Alfuzosin Hydrochloride
162520541.jpg,ROUND,WHITE,C42998,TAL,Allopurinol,1.75,Allopurinol,1.75,Striant,1.5833333333333335,TN1,Trandolapril
00093512601.jpg,ROUND,PINK,C42931,935162,Quetiapine,1.9835164835164836,Quetiapine Fumarate,1.9835164835164836,Prochlorperazine Maleate,1.8406593406593408,935126,Benazepril Hydrochloride
231550043.jpg,ROUND,WHITE,C42998,HP43,Leflunomide,2.438888888888889,Hydrochlorothiazide,2.0166666666666666,Metronidazole,2.0,HP43,Leflunomide
609510658.jpg,OVAL,BLUE,C42998,E605000,Clozapine,1.5333333333333332,Mirtazapine,1.5285714285714285,OXTELLAR XR,1.5285714285714285,E658100,morphine sulfate
578440151.jpg,OVAL,WHITE,C42998,APORI,Risperidone,1.8942307692307692,Tranexamic Acid,1.6833333333333331,Tranexamic Acid,1.6833333333333331,ORAP1,ORAP
675440883.jpg,ROUND,ORANGE,C42998,SYNTHROID250,Synthroid,2.5,Synthroid,2.5,Synthroid,2.333333333333333,SYNTHROID25,Synthroid
003781045.jpg,OVAL,BLUE,C42905,M945,Divalproex Sodium,2.75,Divalproex Sodium,2.75,Divalproex Sodium,1.7666666666666666,M945,Divalproex Sodium
591480020.jpg,ROUND,WHITE,C42998,5000000,Flecainide Acetate,1.6785714285714286,Neomycin Sulfate,1.64010989010989,Sunmark Pain Reliever,1.6205882352941177,OTSUKA15,SAMSCA
00186-5020-31_C71B63CB.jpg,CAPSULE,PURPLE,C42902,NOREMANTIN0MG,NEXIUM,1.7433110367892977,NEXIUM,1.7433110367892977,NEXIUM,1.7433110367892977,NEXIUM20MG,NEXIUM
51293-0612-01_NLMIMAGE10_6A3EB525.jpg,ROUND,BROWN,C42998,612,Phenazopyridine Hydrochloride,2.75,Phenazopyridine Hydrochloride,2.0833333333333335,Fanapt,1.9666666666666668,612,Phenazopyridine Hydrochloride
510790126.jpg,OVAL,WHITE,C42998,935293,Fosinopril Sodium,1.9368131868131868,Estazolam,1.9166666666666665,Enalapril Maleate,1.893939393939394,9393852,Metronidazole
605052532.jpg,CAPSULE,ORANGE,C42998,APOZEC250,Celecoxib,1.6225490196078431,Cefprozil,1.5954545454545455,DILTIAZEM HYDROCHLORIDE,1.5694444444444444,APOCPZ250,Cefprozil
001850771.jpg,ROUND,ORANGE,C42998,E771,Acarbose,2.107142857142857,Lisinopril and Hydrochlorothiazide,2.0,Lisinopril and Hydrochlorothiazide,2.0,E771,bisoprolol fumarate
683820046.jpg,ROUND,ORANGE,C42998,Z391,Oxaprozin,1.8571428571428572,Pramipexole Dihydrochloride,1.6666666666666665,Dipyridamole,1.6666666666666665,ZC19,Ribavirin
687520065.jpg,CAPSULE,BROWN,C25158,TLL2200200,Lotrel,1.594155844155844,Thiothixene,1.55,Thiothixene,1.55,TCL1222,Nitroglycerin
51991-0817-01_NLMIMAGE10_AD41568A.jpg,CAPSULE,WHITE,C25158,L600,nizatidine,1.75,KONSYL 100 Percent Natural Psyllium Fiber,1.75,Celecoxib,1.625,60RD203,propranolol hydrochloride
13668-0140-05_NLMIMAGE10_023E8104.jpg,ROUND,WHITE,C42998,101140,bethanechol chloride,1.9166666666666665,aripiprazole,1.7954545454545454,Glycopyrrolate,1.7954545454545454,14015,PIOGLITAZONEHYDROCHLORIDE
00093213001.jpg,CAPSULE,WHITE,C25158,200MGOCOMG0MG,Emtriva,1.6146153846153846,Gabapentin,1.4807692307692308,Gabapentin,1.4807692307692308,ZZENITH50MG2130,Nitrofurantoin Macrocrystals
243380106.jpg,CAPSULE,PINK,C42931,EAREES2,SEROQUEL,1.3282828282828283,SEROQUEL,1.3282828282828283,SEROQUEL,1.3282828282828283,ES,Erythrocin Stearate
54505-0332-10_NLMIMAGE10_123B891C.jpg,ROUND,WHITE,C42998,CP323,HYDROCORTISONE,2.159090909090909,HYDROCORTISONE,2.143939393939394,HYDROCORTISONE,2.143939393939394,CP332,HYDROCORTISONE
006032958.jpg,ROUND,ORANGE,C42998,2542V,Clonidine Hydrochloride,2.047619047619048,Clonazepam,1.893939393939394,Clonazepam,1.893939393939394,2542V,Clonidine Hydrochloride
000938161.jpg,ROUND,ORANGE,C42931,931663,Quetiapine,1.8406593406593408,Quetiapine Fumarate,1.8406593406593408,Quetiapine Fumarate,1.8406593406593408,938161,Quetiapine Fumarate
000060757.jpg,OVAL,GRAY,C42931,9757,JUVISYNC,2.107142857142857,Levetiracetam,1.8571428571428572,JANUMET,1.8571428571428572,757,JUVISYNC
525440892.jpg,ROUND,GREEN,C42998,WATSON892,Jolivette,2.5973684210526313,Triamterene and Hydrochlorothiazide,2.1868421052631577,Oxycodone and Acetaminophen,2.1421052631578945,WATSON892,Jolivette
005363305.jpg,ROUND,WHITE,C42931,TTOLCL1,ZAFIRLUKAST,1.638235294117647,ACCOLATE,1.638235294117647,Tolterodine Tartrate,1.48015873015873,TCL011,Micro-Coated Aspirin
512850408.jpg,OVAL,PINK,C42998,LLA,bisoprolol fumarate and hydrochlorothiazide,1.4,AMARYL,1.292857142857143,Aceon,1.2788461538461537,E3,ENJUVIA
005912232.jpg,ROUND,WHITE,C42998,BAR6474,Pilocarpine Hydrochloride,1.793956043956044,Hyoscyamine Sulfate SL,1.7785714285714285,Aplenzin,1.6868131868131868,2232WPI,Tamoxifen Citrate
001439580.jpg,OVAL,YELLOW,C42931,W65,Lisinopril,1.8571428571428572,Sertraline Hydrochloride,1.7,Sertraline Hydrochloride,1.7,56W,Sertraline Hydrochloride
64679-0936-03_7E05BF4D.jpg,ROUND,ORANGE,C42998,W936,Famotidine,1.9388888888888889,ENALAPRIL MALEATE,1.7666666666666666,RANITIDINE,1.75,W936,Famotidine
68462-0293-05_NLMIMAGE10_F03CF837.jpg,OVAL,BROWN,C42931,293,verapamil hydrochloride,2.5,OXCARBAZEPINE,2.357142857142857,OXCARBAZEPINE,2.357142857142857,293,verapamil hydrochloride
001730446.jpg,OVAL,WHITE,C42998,ROZ550,Diclofenac Sodium,1.643939393939394,Allergy Relief,1.628787878787879,Acyclovir,1.5606060606060606,ZOFRAN4,ZOFRAN
00781-1486-01_16240B50.jpg,ROUND,PINK,C42931,GG40,Amitriptyline Hydrochloride,2.75,Fluphenazine Hydrochloride,2.188888888888889,Amitriptyline Hydrochloride,2.0,GG40,Amitriptyline Hydrochloride
00093-2047-56_EA29752B.jpg,ROUND,WHITE,C42998,ACTOS50,Actos,2.3,Pioglitazone,2.3,Pioglitazone,2.3,ACTOS30,Pioglitazone
50844-0185-08_NLMIMAGE10_6E35B74D.jpg,ROUND,PINK,C42998,44158,Guaifenesin,2.143939393939394,Guaifenesin,2.143939393939394,Childrens Chewable Pain Reliever,1.9090909090909092,44185,Childrens Chewable Pain Reliever
188600324.jpg,ROUND,WHITE,C42998,SP2232,Donepezil hydrochloride,2.143939393939394,oxycodone hydrochloride,1.9166666666666665,Methocarbamol,1.85,SP3242,Niravam
00173-0758-60_E31971FB.jpg,ROUND,GREEN,C42930,LAMICTALXR00,LAMICTAL,2.381868131868132,LAMICTAL,2.381868131868132,LAMICTAL,2.381868131868132,LAMICTALXR50,LAMICTAL
433530847.jpg,CAPSULE,WHITE,C42998,APOOUEE00,quetiapine fumarate,1.9368421052631577,quetiapine fumarate,1.9368421052631577,quetiapine fumarate,1.9368421052631577,APOQUE300,quetiapine fumarate
422910318.jpg,CAPSULE,WHITE,C42998,CHC00,Chloroquine Phosphate,1.7000000000000002,Robinul,1.5952380952380953,ciprofloxacin,1.5499999999999998,HCQS,Hydroxychloroquine Sulfate
00078-0472-34_1015885C.jpg,OVAL,YELLOW,C42931,TRRICIN,Diovan HCT,1.75,Valsartan and Hydrochlorothiazide,1.75,Exforge,1.607142857142857,NVRCTI,Diovan HCT
005271383.jpg,CAPSULE,BLUE,C25158,TENANEETIN,Dicyclomine Hydrochloride,1.5454545454545454,Clindamycin Hydrochloride,1.5454545454545454,Clindamycin Hydrochloride,1.5454545454545454,LANNETT1383,Clindamycin Hydrochloride
16729-0147-17_NLMIMAGE10_D14768EB.jpg,ROUND,YELLOW,C42931,O000,Urecholine,1.6,Quetiapine,1.5944444444444443,Meloxicam,1.5714285714285714,100Q,Quetiapine
003780162.jpg,ROUND,WHITE,C42998,MYLAN619,Clonidine Hydrochloride,2.3513071895424833,Chlorothiazide,2.2401960784313726,Clonidine Hydrochloride,2.2401960784313726,MYLAN162,Chlorothiazide
540920063.jpg,CAPSULE,WHITE,C25158,5063,Agrylin,2.25,Lorazepam,1.8571428571428572,Tizanidine,1.8571428571428572,S063,Agrylin
59762-2002-01_E81DF46F.jpg,CAPSULE,BLUE,C25158,G022000,Ziprasidone,2.090659340659341,Ziprasidone,1.9368131868131868,Ziprasidone,1.9368131868131868,G2002,Ziprasidone
605050174.jpg,OVAL,PINK,C42931,APOUU200,Citalopram,1.7826797385620914,Quinapril,1.761437908496732,Olanzapine,1.7055555555555555,APOQU20,Quinapril
000540077.jpg,ROUND,WHITE,C42998,54110,METHADONE HYDROCHLORIDE,2.143939393939394,Flecainide Acetate,2.1,PIOGLITAZONEHYDROCHLORIDE,1.9924242424242427,54017,Torsemide
001151333.jpg,CAPSULE,ORANGE,C25158,MAMPHETSALTS25MG,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate",2.188888888888889,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",2.188888888888889,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",2.0833333333333335,MAMPHETSALTS30MG,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate"
005915540.jpg,ROUND,WHITE,C42998,DAN5501,Metronidazole,2.175,Carisoprodol,2.175,Metronidazole,2.0416666666666665,DAN5540,Metronidazole
510790628.jpg,ROUND,WHITE,C42998,83238,Oxybutynin Chloride,2.4924242424242427,Oxybutynin Chloride,2.144230769230769,Androxy,1.893939393939394,083238,Oxybutynin Chloride
422910175.jpg,ROUND,ORANGE,C42998,AN514,Spironolactone,2.2424242424242427,Spironolactone,2.2424242424242427,Buprenorphine HCl and Naloxone HCl,2.159090909090909,AN415,Buprenorphine HCl and Naloxone HCl
49884-0232-11_NLMIMAGE10_B8405C22.jpg,ROUND,WHITE,C42998,P223,oxycodone hydrochloride,2.357142857142857,Donepezil hydrochloride,2.238888888888889,Cilostazol,2.0166666666666666,P232,Donepezil hydrochloride
617480025.jpg,CAPSULE,RED,C25158,P25,Ethosuximide,1.85,CALCITRIOL,1.8333333333333335,Ramipril,1.8214285714285714,VP25,Ethosuximide
243380120.jpg,CAPSULE,RED,C25158,RE,ERYTHROMYCIN,1.5,Ramipril,1.3333333333333333,CALCITRIOL,1.2333333333333334,ER,ERYTHROMYCIN
422910606.jpg,ROUND,WHITE,C42931,IP189250,Naproxen,2.1013071895424833,Naproxen,2.1013071895424833,Naproxen,2.1013071895424833,IP219850,Metformin Hydrochloride
