,Unnamed: 0,ID,splcolor_text,splshape_text,product_code,medicine_name,dosage_form,splimage,splimprint,original_name,num_colors,num_imprints,image_path,shape_label,color_label
1517,8342,31403,RED,ROUND,45963-600,FINASTERIDE,C42931,45963-0600-09_NLMIMAGE10_863B432A,F1;Actavislogo,45963-0600-09_NLMIMAGE10_863B432A.jpg,1,2.0,data/pillbox_production_images_full_202008/45963-0600-09_NLMIMAGE10_863B432A.jpg,10,8
1518,2069,3908,WHITE,OVAL,0172-4280,VERAPAMIL HYDROCHLORIDE,C42930,00172-4280-60_8F21C7EE,7300,00172-4280-60_8F21C7EE.jpg,1,1.0,data/pillbox_production_images_full_202008/00172-4280-60_8F21C7EE.jpg,7,10
1519,2701,13943,RED,CAPSULE,50474-300,THEO-24,C42916,504740300,Theo;24;300;mg;ucb;2852,504740300.jpg,1,6.0,data/pillbox_production_images_full_202008/504740300.jpg,1,8
1520,4892,40184,PINK,ROUND,0054-8181,DEXAMETHASONE,C42998,000548181,54;943,000548181.jpg,1,2.0,data/pillbox_production_images_full_202008/000548181.jpg,10,6
1521,1460,19058,BROWN,ROUND,0603-2214,AMITRIPTYLINE HYDROCHLORIDE,C42931,00603-2214-32_CC03E62F,2103;V,00603-2214-32_CC03E62F.jpg,1,2.0,data/pillbox_production_images_full_202008/00603-2214-32_CC03E62F.jpg,10,2
1522,9479,51556,WHITE,ROUND,0360-0243,KALI SULPHURICUM,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
1523,7180,21025,WHITE,OVAL,60429-748,SOTALOL HYDROCHLORIDE,C42998,604290748,APO;SO;80,604290748.jpg,1,3.0,data/pillbox_production_images_full_202008/604290748.jpg,7,10
1524,1047,52499,ORANGE,ROUND,71476-102,DR PAUSINS LOW DOSE CHEWABLE ASPIRIN,C42893,555C5CA5-F83D-1CBE-E054-00144FF88E88,,555c5ca5-f83d-1cbe-e054-00144ff88e88.jpg,1,,data/pillbox_production_images_full_202008/555c5ca5-f83d-1cbe-e054-00144ff88e88.jpg,10,5
1525,3665,9637,GREEN,CAPSULE,59746-386,TERAZOSIN,C25158,59746-0386-06_A40ED216,TL386,59746-0386-06_A40ED216.jpg,1,1.0,data/pillbox_production_images_full_202008/59746-0386-06_A40ED216.jpg,1,4
1526,1443,25916,GREEN,CAPSULE,0007-3372,COREG,C42916,000073372,GSK;COREG;CR;40;mg,000073372.jpg,2,5.0,data/pillbox_production_images_full_202008/000073372.jpg,1,4
1527,5132,5664,YELLOW,OVAL,0049-2110,ANTIVERT,C42998,000492110,Antivert;211,000492110.jpg,2,2.0,data/pillbox_production_images_full_202008/000492110.jpg,7,11
1528,9249,5587,PINK,ROUND,0186-0032,ATACAND,C42998,001860032,ACL;032,001860032.jpg,1,2.0,data/pillbox_production_images_full_202008/001860032.jpg,10,6
1529,1259,47212,YELLOW,CAPSULE,64376-508,SALSALATE,C42931,643760508,BP;508,643760508.jpg,1,2.0,data/pillbox_production_images_full_202008/643760508.jpg,1,11
1530,7743,18908,BLUE,OVAL,0069-0242,TOVIAZ,C42930,000690242,FS,000690242.jpg,1,1.0,data/pillbox_production_images_full_202008/000690242.jpg,7,1
1531,4606,47857,WHITE,ROUND,76282-250,ESCITALOPRAM OXALATE,C42931,762820250,IG;250,762820250.jpg,1,2.0,data/pillbox_production_images_full_202008/762820250.jpg,10,10
1532,4760,40791,WHITE,OVAL,49884-574,AMLODIPINE AND VALSARTAN,C42998,49884-0574-11_NLMIMAGE10_973ECBA6,p;574,49884-0574-11_NLMIMAGE10_973ECBA6.jpg,1,2.0,data/pillbox_production_images_full_202008/49884-0574-11_NLMIMAGE10_973ECBA6.jpg,7,10
1533,6064,13710,BLUE,OVAL,60429-197,VERAPAMIL HYDROCHLORIDE,C42930,604290197,MYLAN;244,604290197.jpg,1,2.0,data/pillbox_production_images_full_202008/604290197.jpg,7,1
1534,8977,36846,WHITE,OVAL,0904-5186,IBUPROFEN,C42998,009045186,IP;465,009045186.jpg,1,2.0,data/pillbox_production_images_full_202008/009045186.jpg,7,10
1536,7688,34280,WHITE,OVAL,0074-6479,GENGRAF,C25158,000746479,100;mg;OT,000746479.jpg,1,3.0,data/pillbox_production_images_full_202008/000746479.jpg,7,10
1537,2245,8798,RED,OVAL,16729-004,SIMVASTATIN,C42931,167290004,S4,167290004.jpg,1,1.0,data/pillbox_production_images_full_202008/167290004.jpg,7,8
1538,6975,26605,PINK,OVAL,0603-6348,VALSARTAN AND HYDROCHLOROTHIAZIDE,C42931,00603-6348-02_NLMIMAGE10_13430988,L238,00603-6348-02_NLMIMAGE10_13430988.jpg,1,1.0,data/pillbox_production_images_full_202008/00603-6348-02_NLMIMAGE10_13430988.jpg,7,6
1539,4841,72335,YELLOW,ROUND,69117-0004,LETROZOLE,C42931,7B00FA48-7165-088A-E053-2991AA0AAAA5,121;YL,7b00fa48-7165-088a-e053-2991aa0aaaa5.jpg,1,2.0,data/pillbox_production_images_full_202008/7b00fa48-7165-088a-e053-2991aa0aaaa5.jpg,10,11
1540,5209,20659,WHITE,OVAL,0093-7514,IRBESARTAN,C42998,000937514,TEVA;7466,000937514.jpg,1,2.0,data/pillbox_production_images_full_202008/000937514.jpg,7,10
1541,4728,73473,YELLOW,OVAL,71335-1059,WARFARIN SODIUM,C42998,00093171901,TV;7;1;2;1719,00093171901.jpg,1,5.0,data/pillbox_production_images_full_202008/00093171901.jpg,7,11
1542,9643,51484,WHITE,ROUND,0360-0201,HEPAR SULPH CALC,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
1543,7931,30750,WHITE,ROUND,0002-4112,ZYPREXA,C42998,000024112,LILLY;4112,000024112.jpg,1,2.0,data/pillbox_production_images_full_202008/000024112.jpg,10,10
1545,6360,11414,WHITE,ROUND,0143-9739,PREDNISONE,C42998,00143-9739-10_NLMIMAGE10_E74973AB,Westward;473,00143-9739-10_NLMIMAGE10_E74973AB.jpg,1,2.0,data/pillbox_production_images_full_202008/00143-9739-10_NLMIMAGE10_E74973AB.jpg,10,10
1546,8833,25688,PINK,ROUND,43353-289,CRESTOR,C42931,433530289,20;crestor,433530289.jpg,1,2.0,data/pillbox_production_images_full_202008/433530289.jpg,10,6
1547,2068,37246,WHITE,OVAL,67544-750,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,C42998,675440750,3594;V,675440750.jpg,1,2.0,data/pillbox_production_images_full_202008/675440750.jpg,7,10
1548,2752,12871,PINK,ROUND,0603-5439,PROMETHAZINE HYDROCHLORIDE,C42998,006035439,5136;V,006035439.jpg,1,2.0,data/pillbox_production_images_full_202008/006035439.jpg,10,6
1549,8904,66639,WHITE,ROUND,50090-2183,CRYSELLE,C42931,00555904958PART1OF2,dp;543,00555904958part1of2.jpg,1,2.0,data/pillbox_production_images_full_202008/00555904958part1of2.jpg,10,10
1550,2324,46540,GRAY,CAPSULE,0555-1054,CLARAVIS,C42954,00555105486,barr;934,00555105486.jpg,1,2.0,data/pillbox_production_images_full_202008/00555105486.jpg,1,3
1551,3394,40621,WHITE,ROUND,51991-738,NEOMYCIN SULFATE,C42998,51991-0738-01_951B4ADA,ZYNOVA;01,51991-0738-01_951B4ADA.jpg,1,2.0,data/pillbox_production_images_full_202008/51991-0738-01_951B4ADA.jpg,10,10
1552,7885,31610,WHITE,FREEFORM,0078-0111,VISKEN,C42998,000780111,VISKEN;5;V,000780111.jpg,1,3.0,data/pillbox_production_images_full_202008/000780111.jpg,4,10
1553,865,20295,YELLOW,ROUND,0591-5557,PROPRANOLOL HYDROCHLORIDE,C42998,005915557,DAN;5557;80,005915557.jpg,1,3.0,data/pillbox_production_images_full_202008/005915557.jpg,10,11
1554,5417,17894,WHITE,ROUND,0904-3990,TRAZODONE HYDROCHLORIDE,C42998,009043990,PLIVA;433,009043990.jpg,1,2.0,data/pillbox_production_images_full_202008/009043990.jpg,10,10
1555,2705,3509,YELLOW,ROUND,65862-050,SIMVASTATIN,C42931,65862-0050-30_012180AC,A;15,65862-0050-30_012180AC.jpg,1,2.0,data/pillbox_production_images_full_202008/65862-0050-30_012180AC.jpg,10,11
1556,7420,43990,ORANGE,OVAL,0536-3757,EXTRA STRENGTH STOOL SOFTENER LAXATIVE,C42954,005363757,P20,005363757.jpg,1,1.0,data/pillbox_production_images_full_202008/005363757.jpg,7,5
1557,4156,42361,PINK,OVAL,65649-303,XIFAXAN,C42998,656490303,rfx,656490303.jpg,1,1.0,data/pillbox_production_images_full_202008/656490303.jpg,7,6
1560,4546,47770,BROWN,CAPSULE,16252-539,ISRADIPINE,C25158,162520539,IS;2;5,162520539.jpg,1,3.0,data/pillbox_production_images_full_202008/162520539.jpg,1,2
1561,6238,35466,BLUE,ROUND,63481-623,PERCOCET,C42998,634810623,PERCOCET;5,634810623.jpg,1,2.0,data/pillbox_production_images_full_202008/634810623.jpg,10,1
1563,1880,33113,WHITE,FREEFORM,0007-4890,REQUIP,C42931,00007-4890-20_CB18E587,SB;4890,00007-4890-20_CB18E587.jpg,1,2.0,data/pillbox_production_images_full_202008/00007-4890-20_CB18E587.jpg,4,10
1564,6071,31312,RED,ROUND,0143-1264,LISINOPRIL WITH HYDROCHLOROTHIAZIDE,C42998,001431264,WW;64,001431264.jpg,1,2.0,data/pillbox_production_images_full_202008/001431264.jpg,10,8
1565,8961,1861,PURPLE,OVAL,50090-1704,ESTRADIOL,C42998,00555088602,886;1;b,00555088602.jpg,1,3.0,data/pillbox_production_images_full_202008/00555088602.jpg,7,7
1566,7091,35446,BLUE,ROUND,67544-889,SYNTHROID,C42998,675440889,SYNTHROID;150,675440889.jpg,1,2.0,data/pillbox_production_images_full_202008/675440889.jpg,10,1
1567,469,34744,WHITE,ROUND,0143-9740,PREDNISONE,C42998,00143-9740-01_NLMIMAGE10_E249716B,Westward;475,00143-9740-01_NLMIMAGE10_E249716B.jpg,1,2.0,data/pillbox_production_images_full_202008/00143-9740-01_NLMIMAGE10_E249716B.jpg,10,10
1568,672,15107,BLUE,ROUND,76439-107,DESLORATADINE,C42998,764390107,5,764390107.jpg,1,1.0,data/pillbox_production_images_full_202008/764390107.jpg,10,1
1569,3889,40451,ORANGE,OVAL,0430-0472,ACTONEL,C42931,004300472,RSN;35;MG,004300472.jpg,1,3.0,data/pillbox_production_images_full_202008/004300472.jpg,7,5
1570,8241,43135,WHITE,ROUND,0131-3268,VENLAFAXINE HYDROCHLORIDE,C42927,001313268,OS304,001313268.jpg,1,1.0,data/pillbox_production_images_full_202008/001313268.jpg,10,10
1571,8221,33827,WHITE,ROUND,0049-1560,GLUCOTROL,C42927,000491560,GLUCOTROL;XL;10,000491560.jpg,1,3.0,data/pillbox_production_images_full_202008/000491560.jpg,10,10
1572,5634,4338,BROWN,CAPSULE,16252-540,ISRADIPINE,C25158,162520540,IS;5,162520540.jpg,1,2.0,data/pillbox_production_images_full_202008/162520540.jpg,1,2
1573,3359,37634,WHITE,ROUND,63402-304,LATUDA,C42931,634020304,L;40,634020304.jpg,1,2.0,data/pillbox_production_images_full_202008/634020304.jpg,10,10
1574,3910,6138,WHITE,CAPSULE,64980-155,"BUTALBITAL, ACETOMINOPHEN AND CAFFEINE",C42998,649800155,CL;026,649800155.jpg,1,2.0,data/pillbox_production_images_full_202008/649800155.jpg,1,10
1575,4068,21820,WHITE,ROUND,0378-7734,ONDANSETRON,C42999,003787734,M;734,003787734.jpg,1,2.0,data/pillbox_production_images_full_202008/003787734.jpg,10,10
1576,2663,60773,PINK,ROUND,71717-101,CLOPIDOGREL,C42998,64A55883-ADA5-4769-E053-2A91AA0AE5F6,111,64a55883-ada5-4769-e053-2a91aa0ae5f6.jpg,1,1.0,data/pillbox_production_images_full_202008/64a55883-ada5-4769-e053-2a91aa0ae5f6.jpg,10,6
1577,2338,24468,BLUE,FREEFORM,67386-301,TRANXENE,C42998,673860301,T;OV;31,673860301.jpg,1,3.0,data/pillbox_production_images_full_202008/673860301.jpg,4,1
1579,2428,29740,PINK,ROUND,0185-0173,LISINOPRIL AND HYDROCHLOROTHIAZIDE,C42998,001850173,E;173,001850173.jpg,1,2.0,data/pillbox_production_images_full_202008/001850173.jpg,10,6
1580,5293,15037,YELLOW,ROUND,43353-787,SERTRALINE HYDROCHLORIDE,C42931,433530787,S;127,433530787.jpg,1,2.0,data/pillbox_production_images_full_202008/433530787.jpg,10,11
1581,7063,44316,WHITE,ROUND,68084-248,LORATADINE,C42998,6AC2AE68-4A74-6C90-E053-2991AA0A42CB,RX526,6ac2ae68-4a74-6c90-e053-2991aa0a42cb.jpg,1,1.0,data/pillbox_production_images_full_202008/6ac2ae68-4a74-6c90-e053-2991aa0a42cb.jpg,10,10
1582,7970,55805,ORANGE,ROUND,70518-0637,HYDRALAZINE HYDROCHLORIDE,C42998,50111032701,PLIVA;327,50111032701.jpg,1,2.0,data/pillbox_production_images_full_202008/50111032701.jpg,10,5
1583,4111,24082,WHITE,OVAL,0093-7393,NIACIN,C42927,00093-7393-98_NLMIMAGE10_32391918,b;213;750,00093-7393-98_NLMIMAGE10_32391918.jpg,1,3.0,data/pillbox_production_images_full_202008/00093-7393-98_NLMIMAGE10_32391918.jpg,7,10
1584,9293,54782,PINK,OVAL,70518-0279,WARFARIN SODIUM,C42998,00093171201,TV;1;1712,00093171201.jpg,1,3.0,data/pillbox_production_images_full_202008/00093171201.jpg,7,6
1585,9206,4759,BROWN,ROUND,51079-086,MIRTAZAPINE,C42931,510790086,M;515,510790086.jpg,1,2.0,data/pillbox_production_images_full_202008/510790086.jpg,10,2
1586,4884,29186,WHITE,OVAL,0093-2268,AMOXICILLIN,C42893,00093226801,9;3;2268,00093226801.jpg,1,3.0,data/pillbox_production_images_full_202008/00093226801.jpg,7,10
1587,804,14931,WHITE,ROUND,16714-374,LAMOTRIGINE,C42998,16714-0374-04_NLMIMAGE10_95444AB2,L124,16714-0374-04_NLMIMAGE10_95444AB2.jpg,1,1.0,data/pillbox_production_images_full_202008/16714-0374-04_NLMIMAGE10_95444AB2.jpg,10,10
1588,3237,20041,WHITE,ROUND,62175-107,ISOSORBIDE MONONITRATE,C42998,62175-0107-01_7F083FD1,20;KU;107,62175-0107-01_7F083FD1.jpg,1,3.0,data/pillbox_production_images_full_202008/62175-0107-01_7F083FD1.jpg,10,10
1589,8956,59504,WHITE,ROUND,70518-0411,BACLOFEN,C42998,00172409760,4097;TV,00172409760.jpg,1,2.0,data/pillbox_production_images_full_202008/00172409760.jpg,10,10
1590,908,6216,ORANGE,ROUND,0591-5553,DOXYCYCLINE HYCLATE,C42998,005915553,DAN;5553,005915553.jpg,1,2.0,data/pillbox_production_images_full_202008/005915553.jpg,10,5
1591,8179,10363,YELLOW,CAPSULE,51079-078,HYDROXYZINE PAMOATE,C25158,510790078,barr;302;50,510790078.jpg,2,3.0,data/pillbox_production_images_full_202008/510790078.jpg,1,11
1592,8943,31851,PINK,ROUND,24658-242,LISINOPRIL,C42998,246580242,WW267,246580242.jpg,1,1.0,data/pillbox_production_images_full_202008/246580242.jpg,10,6
1593,2205,21539,BLUE,OVAL,62756-519,CARBIDOPA AND LEVODOPA,C42998,62756-0519-13_NLMIMAGE10_973FCBCE,519,62756-0519-13_NLMIMAGE10_973FCBCE.jpg,1,1.0,data/pillbox_production_images_full_202008/62756-0519-13_NLMIMAGE10_973FCBCE.jpg,7,1
1594,6742,46597,WHITE,ROUND,68084-860,METHYLPHENIDATE HYDROCHLORIDE,C42998,88CB667F-25F0-97E4-E053-2A95A90AC500,20;M,88cb667f-25f0-97e4-e053-2a95a90ac500.jpg,1,2.0,data/pillbox_production_images_full_202008/88cb667f-25f0-97e4-e053-2a95a90ac500.jpg,10,10
1596,6967,22270,WHITE,ROUND,60429-181,ALLOPURINOL,C42998,604290181,AL3,604290181.jpg,1,1.0,data/pillbox_production_images_full_202008/604290181.jpg,10,10
1597,7141,35596,GREEN,CAPSULE,52244-404,SEMPREX,C25158,522440404,404;SEMPREX;D,522440404.jpg,1,3.0,data/pillbox_production_images_full_202008/522440404.jpg,1,4
1598,2656,45880,WHITE,CAPSULE,59630-400,PONSTEL,C25158,596300400,Ponstel;FHPC;400,596300400.jpg,1,3.0,data/pillbox_production_images_full_202008/596300400.jpg,1,10
1599,2091,43690,YELLOW,OVAL,0078-0490,EXFORGE,C42931,000780490,NVR;CSF,000780490.jpg,1,2.0,data/pillbox_production_images_full_202008/000780490.jpg,7,11
1600,4193,43178,YELLOW,ROUND,51991-468,CYCLOBENZAPRINE HYDROCHLORIDE,C42897,519910468,TL;177,519910468.jpg,1,2.0,data/pillbox_production_images_full_202008/519910468.jpg,10,11
1601,3012,68817,BROWN,CAPSULE,42361-063,DS NEVER COLD S,C42954,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,1,2
1602,4828,35453,PINK,ROUND,68084-458,NATEGLINIDE,C42897,PAR09840,P;984,PAR09840.jpg,1,2.0,data/pillbox_production_images_full_202008/PAR09840.jpg,10,6
1603,7129,8822,PINK,ROUND,0310-0131,ZESTRIL,C42998,00310-0131-11_9F1DCFAE,ZESTRIL10;131,00310-0131-11_9F1DCFAE.jpg,1,2.0,data/pillbox_production_images_full_202008/00310-0131-11_9F1DCFAE.jpg,10,6
1604,6809,12264,WHITE,CAPSULE,0591-5382,METHOCARBAMOL,C42998,00591-5382-05_EA08F557,DAN;DAN;5382,00591-5382-05_EA08F557.jpg,1,3.0,data/pillbox_production_images_full_202008/00591-5382-05_EA08F557.jpg,1,10
1605,3488,23779,WHITE,CAPSULE,64679-907,RANITIDINE,C42998,64679-0907-04_NLMIMAGE10_16330B78,W907,64679-0907-04_NLMIMAGE10_16330B78.jpg,1,1.0,data/pillbox_production_images_full_202008/64679-0907-04_NLMIMAGE10_16330B78.jpg,1,10
1606,7193,25454,WHITE,ROUND,62756-430,LITHIUM CARBONATE,C42998,62756-0430-88_NLMIMAGE10_ED4476C3,430,62756-0430-88_NLMIMAGE10_ED4476C3.jpg,1,1.0,data/pillbox_production_images_full_202008/62756-0430-88_NLMIMAGE10_ED4476C3.jpg,10,10
1607,8702,32349,WHITE,ROUND,0527-1788,FLUPHENAZINE HYDROCHLORIDE,C42931,005271788,LCI;1788,005271788.jpg,1,2.0,data/pillbox_production_images_full_202008/005271788.jpg,10,10
1608,7648,12867,BROWN,ROUND,0378-4735,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,C42931,003784735,M;735,003784735.jpg,1,2.0,data/pillbox_production_images_full_202008/003784735.jpg,10,2
1609,1661,48069,YELLOW,ROUND,0078-0401,GLEEVEC,C42998,000780401,NVR;SA,000780401.jpg,1,2.0,data/pillbox_production_images_full_202008/000780401.jpg,10,11
1610,9569,42170,ORANGE,ROUND,43353-748,LEVITRA,C42931,433530748,BAYER;20,433530748.jpg,1,2.0,data/pillbox_production_images_full_202008/433530748.jpg,10,5
1611,7336,14993,YELLOW,ROUND,0228-4025,ALPRAZOLAM,C42999,002284025,025,002284025.jpg,1,1.0,data/pillbox_production_images_full_202008/002284025.jpg,10,11
1612,1014,15584,GRAY,CAPSULE,0093-5513,CARBAMAZEPINE,C42916,00093-5513-89_NLMIMAGE10_B7365BE2,93;5513;93;5513,00093-5513-89_NLMIMAGE10_B7365BE2.jpg,2,4.0,data/pillbox_production_images_full_202008/00093-5513-89_NLMIMAGE10_B7365BE2.jpg,1,3
1613,6591,23289,WHITE,TRAPEZOID,69189-0441,TRAZODONE HYDROCHLORIDE,C42998,50111-0441-01_SPLIMAGE30_E02F706B,PLIVA;441;50;50;50,50111-0441-01_SPLIMAGE30_E02F706B.jpg,1,5.0,data/pillbox_production_images_full_202008/50111-0441-01_SPLIMAGE30_E02F706B.jpg,13,10
1614,1994,31363,BLUE,CAPSULE,0054-0109,RAMIPRIL,C25158,00054-0109-25_00268004,54;602,00054-0109-25_00268004.jpg,1,2.0,data/pillbox_production_images_full_202008/00054-0109-25_00268004.jpg,1,1
1615,1654,7881,WHITE,ROUND,65580-304,VENLAFAXINE HYDROCHLORIDE,C42930,65580-0304-03_011280A4,OS304,65580-0304-03_011280A4.jpg,1,1.0,data/pillbox_production_images_full_202008/65580-0304-03_011280A4.jpg,10,10
1616,2385,2921,WHITE,ROUND,0591-0397,DICLOFENAC SODIUM AND MISOPROSTOL,C42905,005910397,0397,005910397.jpg,1,1.0,data/pillbox_production_images_full_202008/005910397.jpg,10,10
1617,7662,21800,WHITE,ROUND,42291-146,ATORVASTATIN CALCIUM,C42931,422910146,80,422910146.jpg,1,1.0,data/pillbox_production_images_full_202008/422910146.jpg,10,10
1619,6066,28525,YELLOW,OVAL,0002-4464,CIALIS,C42931,00002-4464-30_B8155C1A,C;20,00002-4464-30_B8155C1A.jpg,1,2.0,data/pillbox_production_images_full_202008/00002-4464-30_B8155C1A.jpg,7,11
1620,2406,14016,PURPLE,ROUND,0378-0442,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,C42931,003780442,MYLAN;442,003780442.jpg,1,2.0,data/pillbox_production_images_full_202008/003780442.jpg,10,7
1621,1156,24763,RED,ROUND,0574-0608,FERROUS SULFATE,C42998,005740608,,005740608.jpg,1,,data/pillbox_production_images_full_202008/005740608.jpg,10,8
1622,5631,23631,YELLOW,ROUND,0078-0568,COARTEM,C42998,00078-0568-45_NLMIMAGE10_6C443641,N;C;CG,00078-0568-45_NLMIMAGE10_6C443641.jpg,1,3.0,data/pillbox_production_images_full_202008/00078-0568-45_NLMIMAGE10_6C443641.jpg,10,11
1624,354,45152,PURPLE,OVAL,16729-019,MYCOPHENOLATE MOFETIL,C42998,16729-0019-01_NLMIMAGE10_423C2151,AHI;500,16729-0019-01_NLMIMAGE10_423C2151.jpg,1,2.0,data/pillbox_production_images_full_202008/16729-0019-01_NLMIMAGE10_423C2151.jpg,7,7
1625,3120,35186,YELLOW,ROUND,16729-034,LETROZOLE,C42931,167290034,LT,167290034.jpg,1,1.0,data/pillbox_production_images_full_202008/167290034.jpg,10,11
1626,8711,40754,YELLOW,ROUND,0054-8179,DEXAMETHASONE,C42998,000548179,54;299,000548179.jpg,1,2.0,data/pillbox_production_images_full_202008/000548179.jpg,10,11
1627,568,40036,RED,ROUND,0603-2216,AMITRIPTYLINE HYDROCHLORIDE,C42931,00603-2216-21_54242A11,2105;V,00603-2216-21_54242A11.jpg,1,2.0,data/pillbox_production_images_full_202008/00603-2216-21_54242A11.jpg,10,8
1628,6550,38103,WHITE,ROUND,42291-834,TRAZODONE HYDROCHLORIDE,C42998,422910834,PLIVA;434,422910834.jpg,1,2.0,data/pillbox_production_images_full_202008/422910834.jpg,10,10
1629,1177,20877,BLUE,CAPSULE,0093-8940,ACYCLOVIR,C25158,00093894001,N;940;200,00093894001.jpg,1,3.0,data/pillbox_production_images_full_202008/00093894001.jpg,1,1
1630,1698,28040,YELLOW,ROUND,0093-5703,BUPROBAN,C42927,00093-5703-01_7D2DBE9D,G;2444,00093-5703-01_7D2DBE9D.jpg,1,2.0,data/pillbox_production_images_full_202008/00093-5703-01_7D2DBE9D.jpg,10,11
1631,714,42653,BLUE,CAPSULE,0049-5770,NAVANE,C25158,000495770,Navane;Roerig;577,000495770.jpg,2,3.0,data/pillbox_production_images_full_202008/000495770.jpg,1,1
1632,5294,54748,TURQUOISE,OVAL,70518-0261,WARFARIN SODIUM,C42998,00093171801,TV;6;1718,00093171801.jpg,1,3.0,data/pillbox_production_images_full_202008/00093171801.jpg,7,9
1633,9713,21581,WHITE,ROUND,0781-1973,DESIPRAMINE HYDROCHLORIDE,C42931,007811973,GG65,007811973.jpg,1,1.0,data/pillbox_production_images_full_202008/007811973.jpg,10,10
1634,8766,20057,BLUE,CAPSULE,65649-103,APRISO,C42916,656490103,G;M,656490103.jpg,1,2.0,data/pillbox_production_images_full_202008/656490103.jpg,1,1
1635,2807,58617,WHITE,ROUND,0360-0177,FERRUM PHOSPHORICUM,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
1636,1465,22775,WHITE,ROUND,11399-005,FARESTON,C42998,113990005,TO;60,113990005.jpg,1,2.0,data/pillbox_production_images_full_202008/113990005.jpg,10,10
1637,608,26076,BLUE,ROUND,0173-0757,LAMICTAL,C42930,001730757,LAMICTAL;XR;200,001730757.jpg,1,3.0,data/pillbox_production_images_full_202008/001730757.jpg,10,1
1638,8013,4375,ORANGE,ROUND,51079-565,THIORIDAZINE HYDROCHLORIDE,C42931,510790565,M;54;10,510790565.jpg,1,3.0,data/pillbox_production_images_full_202008/510790565.jpg,10,5
1639,3666,51540,WHITE,ROUND,0360-0388,VALERIANA OFFICINALIS,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
1640,3607,3261,PINK,CAPSULE,0091-0920,DILATRATE-SR,C42916,00091-0920-01_E215714B,Schwarz;0920,00091-0920-01_E215714B.jpg,1,2.0,data/pillbox_production_images_full_202008/00091-0920-01_E215714B.jpg,1,6
1641,4118,14614,WHITE,ROUND,0378-0415,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,C42998,00378-0415-10_0415825C,M;15,00378-0415-10_0415825C.jpg,1,2.0,data/pillbox_production_images_full_202008/00378-0415-10_0415825C.jpg,10,10
1642,9577,14813,WHITE,OVAL,42291-305,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,C42931,422910305,93;7456,422910305.jpg,1,2.0,data/pillbox_production_images_full_202008/422910305.jpg,7,10
1643,8095,62410,GREEN,OVAL,71335-0348,WARFARIN SODIUM,C42998,00093171401,TV;2;1;2;1714,00093171401.jpg,1,5.0,data/pillbox_production_images_full_202008/00093171401.jpg,7,4
1644,5046,46773,WHITE,OVAL,45802-594,LEVOCETIRIZINE DIHYDROCHLORIDE,C42998,458020594,L9CZ;5,458020594.jpg,1,2.0,data/pillbox_production_images_full_202008/458020594.jpg,7,10
1645,4896,15280,WHITE,ROUND,0054-0044,CILOSTAZOL,C42998,000540044,54;757,000540044.jpg,1,2.0,data/pillbox_production_images_full_202008/000540044.jpg,10,10
1646,4673,27012,WHITE,ROUND,13668-095,PRAMIPEXOLE DIHYDROCHLORIDE,C42998,13668-0095-90_NLMIMAGE10_D145E8EF,9;5,13668-0095-90_NLMIMAGE10_D145E8EF.jpg,1,2.0,data/pillbox_production_images_full_202008/13668-0095-90_NLMIMAGE10_D145E8EF.jpg,10,10
1647,2751,26931,WHITE,OVAL,62037-571,METFORMIN HYDROCHLORIDE,C42927,62037-0571-10_D408EA17,571;500,62037-0571-10_D408EA17.jpg,1,2.0,data/pillbox_production_images_full_202008/62037-0571-10_D408EA17.jpg,7,10
1648,5263,35324,GREEN,ROUND,53489-332,IMIPRAMINE HYDROCHLORIDE,C42931,534890332,MP;79,534890332.jpg,1,2.0,data/pillbox_production_images_full_202008/534890332.jpg,10,4
1649,7325,9928,WHITE,ROUND,0378-3633,CARVEDILOL,C42931,003783633,M;C33,003783633.jpg,1,2.0,data/pillbox_production_images_full_202008/003783633.jpg,10,10
1650,9129,36800,GREEN,CAPSULE,51079-141,CHLORDIAZEPOXIDE HYDROCHLORIDE,C25158,00555015904,barr;159,00555015904.jpg,2,2.0,data/pillbox_production_images_full_202008/00555015904.jpg,1,4
1651,7641,22088,GREEN,CAPSULE,51672-4003,NORTRIPTYLINE HYDROCHLORIDE,C25158,51672-4003-02_NLMIMAGE10_75493AD9,TARO;NTP50,51672-4003-02_NLMIMAGE10_75493AD9.jpg,2,2.0,data/pillbox_production_images_full_202008/51672-4003-02_NLMIMAGE10_75493AD9.jpg,1,4
